ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_25736,9,11,저녁,19.13,292.9,14.29,73.5,992.79,22.19,16.31,5.88,10.28,1175.89,215.5,0.34
TRAIN_25737,2,2,오전,11.36,285.54,6.14,70.2,987.51,13.46,9.45,4.01,5.97,1204.71,208.1,5.96
TRAIN_25738,1,10,오전,3.61,279.15,2.31,91.2,970.42,7.91,7.22,0.7,4.64,1218.02,197.7,2.38
TRAIN_25739,8,5,저녁,17.71,291.36,12.52,71.6,994.12,20.3,14.53,5.76,9.14,1184.02,258.0,2.92
TRAIN_25740,1,23,오전,1.08,274.22,0.29,94.5,1000.17,6.6,6.24,0.36,3.89,1267.52,206.8,1.35
TRAIN_25741,12,5,오후,-0.86,272.34,-3.69,81.0,999.5,5.74,4.65,1.09,2.9,1276.42,69.9,0.93
TRAIN_25742,8,30,저녁,14.01,287.29,6.93,62.3,998.56,16.02,9.98,6.04,6.24,1206.76,67.01,0.24
TRAIN_25743,3,9,오후,6.98,281.44,-2.91,49.18,983.97,10.01,4.93,5.09,3.12,1221.27,134.0,3.86
TRAIN_25744,4,14,오후,13.28,287.65,4.93,56.87,985.38,15.28,8.69,6.59,5.5,1194.4,22.54,3.65
TRAIN_25745,2,25,새벽,-2.77,271.52,-3.16,97.1,985.6,4.98,4.84,0.14,3.06,1267.44,210.2,1.54
TRAIN_25746,11,4,오전,4.55,278.49,2.22,84.8,990.24,8.46,7.17,1.29,4.52,1238.77,160.8,2.66
TRAIN_25747,1,12,저녁,3.59,278.92,0.44,79.8,973.02,7.9,6.31,1.6,4.04,1221.79,207.7,1.37
TRAIN_25748,7,17,오전,22.57,296.25,16.34,67.89,993.91,27.42,18.61,8.8,11.73,1162.5,254.7,1.45
TRAIN_25749,5,26,오후,16.68,290.63,10.41,66.45,990.48,19.02,12.64,6.38,7.97,1184.72,35.75,2.08
TRAIN_25750,5,1,오후,16.15,289.75,5.21,48.18,994.68,18.39,8.86,9.53,5.56,1193.67,33.61,5.96
TRAIN_25751,3,31,새벽,7.12,281.46,5.8,91.3,985.45,10.11,9.23,0.88,5.85,1220.48,341.2,0.82
TRAIN_25752,11,2,오후,8.34,282.53,1.93,63.91,987.33,10.99,7.02,3.97,4.44,1218.55,255.9,3.06
TRAIN_25753,2,10,오전,3.75,279.54,-1.56,68.09,967.54,8.0,5.45,2.55,3.51,1214.59,209.1,7.18
TRAIN_25754,12,16,새벽,0.17,273.1,-2.19,84.1,1002.89,6.18,5.2,0.98,3.23,1275.69,157.6,2.98
TRAIN_25755,5,20,오전,14.45,288.27,8.91,69.29,992.06,16.48,11.42,5.06,7.19,1196.38,142.6,1.6
TRAIN_25756,3,10,새벽,-0.42,273.9,-3.1,82.0,985.28,5.92,4.86,1.07,3.07,1256.11,32.18,0.21
TRAIN_25757,1,12,새벽,4.21,280.28,2.38,87.8,964.2,8.26,7.25,1.01,4.69,1207.52,214.7,3.41
TRAIN_25758,12,18,오전,3.46,276.08,2.76,95.2,1006.77,7.83,7.45,0.38,4.62,1264.34,204.9,0.96
TRAIN_25759,2,28,오전,-1.35,272.67,-3.28,86.6,989.09,5.53,4.79,0.74,3.02,1265.33,26.72,2.75
TRAIN_25760,2,19,새벽,-2.85,271.04,-3.67,94.0,990.7,4.95,4.65,0.3,2.93,1274.48,182.1,0.78
TRAIN_25761,1,23,오전,0.78,273.93,0.15,95.5,1000.16,6.47,6.18,0.29,3.85,1268.88,236.6,0.92
TRAIN_25762,2,20,저녁,6.95,281.61,4.19,82.5,981.5,9.99,8.24,1.75,5.24,1216.77,190.6,3.21
TRAIN_25763,6,18,새벽,12.31,286.55,9.69,84.0,986.88,14.33,12.04,2.29,7.62,1198.74,195.0,2.3
TRAIN_25764,10,19,저녁,7.8,282.09,6.44,91.1,986.01,10.59,9.65,0.94,6.11,1218.02,220.5,1.92
TRAIN_25765,3,3,새벽,1.61,276.88,-0.42,86.3,973.59,6.86,5.92,0.94,3.79,1231.5,208.9,1.62
TRAIN_25766,11,7,오전,2.1,276.9,1.45,95.5,979.39,7.11,6.79,0.32,4.32,1236.26,134.0,1.02
TRAIN_25767,6,12,새벽,14.18,288.7,10.75,79.8,983.57,16.2,12.92,3.27,8.21,1186.52,198.0,0.93
TRAIN_25768,6,21,오전,16.04,289.83,12.21,78.0,992.37,18.26,14.24,4.02,8.97,1188.89,206.9,3.8
TRAIN_25769,4,15,저녁,10.47,285.41,6.26,75.1,978.32,12.69,9.53,3.16,6.08,1197.17,221.2,3.43
TRAIN_25770,5,14,저녁,9.51,284.0,0.58,53.56,983.72,11.9,6.37,5.52,4.04,1209.36,233.0,0.76
TRAIN_25771,1,5,오전,-1.89,273.76,-2.53,95.3,968.58,5.32,5.07,0.25,3.26,1241.36,33.18,1.24
TRAIN_25772,6,5,새벽,14.8,288.92,13.93,94.5,988.38,16.86,15.93,0.93,10.09,1188.41,177.6,0.46
TRAIN_25773,11,5,오후,7.73,283.12,7.18,96.3,972.69,10.54,10.15,0.39,6.52,1201.57,329.0,0.49
TRAIN_25774,11,12,저녁,-0.54,272.65,-4.58,74.0,999.65,5.87,4.35,1.53,2.71,1275.27,84.2,1.52
TRAIN_25775,12,5,오전,-7.91,265.15,-9.12,90.9,1001.31,3.36,3.06,0.31,1.9,1313.53,70.7,1.26
TRAIN_25776,2,19,저녁,2.27,275.92,-3.07,67.68,993.78,7.19,4.87,2.33,3.05,1254.61,245.9,1.45
TRAIN_25777,1,27,저녁,11.97,286.04,2.34,51.6,988.9,14.02,7.23,6.78,4.56,1204.86,211.1,6.39
TRAIN_25778,6,25,새벽,19.59,293.68,16.47,82.2,988.97,22.83,18.77,4.06,11.89,1168.39,244.7,0.89
TRAIN_25779,12,2,새벽,5.89,280.01,4.38,90.0,988.15,9.29,8.36,0.93,5.28,1229.63,266.1,2.82
TRAIN_25780,3,10,새벽,-1.5,272.71,-3.39,86.9,986.6,5.47,4.75,0.72,3.0,1262.87,127.9,0.21
TRAIN_25781,7,12,오후,21.05,295.43,11.85,55.65,985.68,24.99,13.9,11.08,8.82,1160.87,207.7,3.34
TRAIN_25782,12,3,오후,2.55,275.78,-1.63,73.8,999.2,7.34,5.42,1.92,3.38,1259.89,208.5,0.57
TRAIN_25783,11,9,오후,3.9,278.77,-1.03,70.1,978.79,8.08,5.67,2.42,3.61,1227.97,179.6,2.96
TRAIN_25784,4,2,오전,2.68,276.26,1.54,92.2,994.6,7.41,6.83,0.58,4.28,1252.85,193.2,0.45
TRAIN_25785,10,8,새벽,7.81,281.5,6.88,93.8,993.4,10.6,9.94,0.66,6.25,1227.01,29.12,2.02
TRAIN_25786,12,4,오후,1.0,273.96,-3.48,71.9,1002.54,6.57,4.72,1.85,2.93,1271.61,204.8,0.89
TRAIN_25787,8,7,새벽,11.92,285.0,10.29,89.7,1001.01,13.97,12.53,1.44,7.82,1217.42,205.2,0.75
TRAIN_25788,7,17,새벽,18.56,292.07,13.57,72.7,995.8,21.41,15.57,5.85,9.78,1182.12,256.8,2.02
TRAIN_25789,6,24,오후,33.42,307.62,15.59,34.4,988.19,51.56,17.74,33.83,11.24,1115.24,96.1,3.2
TRAIN_25790,4,22,새벽,3.13,276.83,0.9,85.2,993.18,7.65,6.52,1.13,4.09,1249.15,112.4,0.2
TRAIN_25791,7,21,오전,19.36,293.57,16.4,83.0,987.53,22.51,18.68,3.83,11.85,1167.63,196.7,1.06
TRAIN_25792,3,23,새벽,4.12,278.6,2.11,86.7,983.5,8.21,7.11,1.09,4.51,1232.25,255.0,0.39
TRAIN_25793,9,1,저녁,25.0,298.73,10.75,40.73,993.29,31.73,12.92,18.8,8.13,1154.82,285.2,1.02
TRAIN_25794,9,24,오후,20.87,294.25,10.59,51.74,997.38,24.71,12.79,11.93,8.01,1175.94,9.21,0.81
TRAIN_25795,5,18,오후,17.04,291.45,2.35,37.21,985.08,19.46,7.24,12.22,4.58,1179.22,225.0,3.14
TRAIN_25796,3,23,오전,4.0,278.56,2.99,93.1,982.5,8.14,7.58,0.56,4.81,1231.3,183.0,0.72
TRAIN_25797,1,20,오전,-0.83,273.18,-3.99,79.0,989.21,5.75,4.54,1.21,2.86,1263.17,249.7,2.97
TRAIN_25798,9,4,오전,18.96,293.19,14.1,73.4,987.31,21.95,16.11,5.84,10.21,1170.13,248.1,3.2
TRAIN_25799,7,19,새벽,17.25,290.79,12.56,73.9,995.5,19.72,14.57,5.15,9.15,1187.54,232.2,1.46
TRAIN_25800,8,27,저녁,26.83,300.83,13.86,44.87,990.3,35.35,15.86,19.49,10.02,1143.01,4.38,1.25
TRAIN_25801,1,4,새벽,-2.34,272.98,-5.48,78.9,972.61,5.14,4.06,1.08,2.6,1249.12,148.4,3.5
TRAIN_25802,2,15,오후,3.44,277.52,0.72,82.3,988.46,7.82,6.44,1.38,4.06,1241.86,299.5,1.48
TRAIN_25803,10,22,새벽,4.89,279.17,3.76,92.4,986.06,8.66,8.0,0.66,5.06,1231.62,198.7,0.91
TRAIN_25804,6,25,오전,23.98,298.39,18.14,69.87,985.38,29.85,20.86,8.99,13.27,1145.99,86.4,0.95
TRAIN_25805,9,9,오후,25.87,299.83,13.73,47.08,990.71,33.41,15.73,17.68,9.93,1147.22,28.68,2.84
TRAIN_25806,12,8,저녁,3.49,276.56,-0.94,72.6,1001.2,7.85,5.7,2.15,3.55,1257.99,184.0,0.86
TRAIN_25807,10,14,오후,12.4,286.8,6.81,68.66,984.91,14.42,9.9,4.52,6.28,1196.95,97.1,2.13
TRAIN_25808,12,19,오후,3.07,276.02,-0.36,78.1,1002.64,7.62,5.95,1.67,3.7,1261.63,69.31,1.48
TRAIN_25809,7,14,오전,12.6,286.65,10.45,86.7,989.18,14.61,12.67,1.94,8.0,1200.04,284.2,1.34
TRAIN_25810,2,14,오전,3.52,280.0,2.24,91.3,959.09,7.86,7.18,0.68,4.67,1204.17,222.7,2.34
TRAIN_25811,11,1,오후,14.19,288.17,5.74,56.69,990.07,16.21,9.19,7.02,5.79,1196.07,252.6,0.7
TRAIN_25812,8,3,오후,20.85,295.15,16.15,74.5,986.58,24.68,18.39,6.29,11.67,1160.72,209.7,3.74
TRAIN_25813,6,16,저녁,15.28,290.36,13.08,86.7,977.04,17.39,15.08,2.31,9.65,1173.13,244.0,0.6
TRAIN_25814,4,29,오후,13.24,287.18,-0.08,39.85,990.48,15.24,6.07,9.16,3.82,1201.97,182.5,3.95
TRAIN_25815,11,13,오후,2.92,275.93,-4.02,60.15,1001.85,7.54,4.53,3.0,2.82,1262.0,96.2,2.28
TRAIN_25816,2,13,저녁,1.67,277.9,0.07,89.1,961.87,6.89,6.14,0.75,3.98,1216.3,219.0,1.29
TRAIN_25817,12,9,새벽,3.14,276.26,-1.08,73.7,1000.49,7.66,5.64,2.01,3.52,1258.73,196.6,2.16
TRAIN_25818,6,12,새벽,14.67,289.15,11.56,81.6,984.09,16.72,13.64,3.08,8.67,1184.8,282.5,0.28
TRAIN_25819,6,11,새벽,13.05,287.46,7.51,69.01,984.82,15.05,10.38,4.66,6.58,1193.9,205.0,0.6
TRAIN_25820,5,14,새벽,13.09,288.19,3.07,50.49,976.7,15.09,7.62,7.47,4.87,1185.12,353.7,1.08
TRAIN_25821,12,8,오전,3.72,276.54,-0.82,72.1,1004.32,7.98,5.75,2.23,3.57,1260.88,150.4,0.44
TRAIN_25822,5,8,새벽,14.03,288.08,4.42,52.26,989.26,16.04,8.38,7.66,5.29,1196.13,211.8,2.43
TRAIN_25823,12,17,오후,2.34,274.74,-1.2,77.3,1009.69,7.23,5.59,1.64,3.45,1274.04,190.4,0.36
TRAIN_25824,12,27,저녁,6.28,278.58,2.69,77.7,1010.84,9.54,7.41,2.13,4.57,1256.66,258.4,3.5
TRAIN_25825,2,23,오후,4.16,278.61,0.45,76.7,983.88,8.23,6.31,1.92,4.0,1232.92,245.3,1.39
TRAIN_25826,8,30,새벽,14.5,287.85,10.56,77.2,997.69,16.54,12.77,3.77,8.0,1202.37,209.7,0.93
TRAIN_25827,5,28,저녁,19.69,294.13,14.91,73.9,984.9,22.97,16.98,6.0,10.79,1163.95,355.7,2.16
TRAIN_25828,11,8,새벽,1.66,276.34,1.0,95.3,980.97,6.89,6.57,0.32,4.17,1240.31,191.9,1.52
TRAIN_25829,4,30,오후,17.36,291.49,2.79,37.61,988.41,19.85,7.47,12.39,4.71,1181.81,263.9,1.97
TRAIN_25830,11,30,오전,-4.44,268.44,-6.57,85.0,1003.62,4.39,3.73,0.66,2.32,1299.25,208.2,0.62
TRAIN_25831,12,17,오후,1.53,273.9,-1.27,81.5,1010.15,6.83,5.56,1.26,3.43,1278.38,350.7,0.28
TRAIN_25832,4,27,오전,2.93,277.98,-1.6,72.0,976.51,7.54,5.43,2.11,3.47,1229.52,208.9,7.92
TRAIN_25833,3,26,저녁,5.19,279.25,2.63,83.5,988.75,8.85,7.39,1.46,4.66,1233.95,133.2,0.8
TRAIN_25834,8,18,저녁,18.92,293.48,5.73,41.93,983.4,21.9,9.18,12.72,5.83,1168.75,250.9,0.47
TRAIN_25835,9,30,새벽,16.14,290.35,10.95,71.3,987.36,18.37,13.1,5.27,8.29,1182.97,229.9,1.4
TRAIN_25836,4,16,새벽,10.34,285.35,6.31,76.0,977.48,12.58,9.56,3.02,6.1,1196.67,212.0,3.7
TRAIN_25837,12,3,저녁,-4.55,268.51,-5.32,94.3,1001.32,4.35,4.11,0.25,2.55,1296.59,167.2,0.53
TRAIN_25838,6,1,새벽,16.14,290.54,14.07,87.5,985.16,18.37,16.08,2.3,10.21,1178.96,105.5,0.45
TRAIN_25839,11,12,오전,-1.07,272.18,-1.87,94.3,998.74,5.65,5.32,0.32,3.32,1276.14,37.89,2.34
TRAIN_25840,9,21,새벽,7.81,281.5,6.41,90.8,993.42,10.6,9.62,0.98,6.05,1227.18,213.3,1.06
TRAIN_25841,1,2,오전,-1.9,271.86,-2.42,96.2,992.39,5.31,5.11,0.2,3.21,1271.96,360.0,1.97
TRAIN_25842,9,20,오전,13.43,287.14,7.66,68.0,993.3,15.43,10.49,4.94,6.59,1202.57,27.67,2.06
TRAIN_25843,11,13,저녁,-2.12,270.65,-4.48,83.8,1004.99,5.22,4.38,0.85,2.71,1289.57,121.0,0.43
TRAIN_25844,8,1,새벽,14.24,288.23,11.2,81.9,990.02,16.26,13.32,2.94,8.41,1193.91,251.2,3.1
TRAIN_25845,8,31,오전,16.09,289.51,8.03,58.77,996.86,18.32,10.76,7.55,6.74,1195.67,154.5,0.87
TRAIN_25846,4,23,오후,5.55,280.1,1.4,74.5,982.74,9.07,6.76,2.31,4.29,1225.13,304.2,1.15
TRAIN_25847,2,21,오후,12.09,286.74,8.29,77.5,981.9,14.13,10.95,3.18,6.97,1194.09,206.7,3.92
TRAIN_25848,5,19,저녁,14.36,288.48,8.84,69.38,988.39,16.39,11.37,5.02,7.19,1192.33,231.3,1.27
TRAIN_25849,12,12,새벽,5.6,279.37,3.41,85.7,992.47,9.1,7.8,1.3,4.9,1236.57,251.5,2.38
TRAIN_25850,3,5,오후,8.26,283.98,1.48,62.2,968.88,10.93,6.8,4.13,4.38,1196.16,21.79,0.5
TRAIN_25851,2,28,오후,1.59,275.58,-1.88,77.6,989.45,6.85,5.32,1.53,3.35,1252.0,24.12,4.34
TRAIN_25852,8,17,오전,14.62,288.58,9.37,70.7,990.4,16.66,11.78,4.88,7.43,1193.5,172.2,1.45
TRAIN_25853,9,15,새벽,19.34,293.5,13.19,67.54,988.16,22.48,15.18,7.3,9.61,1170.04,17.83,2.23
TRAIN_25854,11,18,새벽,11.59,286.66,6.09,68.88,976.89,13.67,9.41,4.25,6.02,1190.76,213.8,6.0
TRAIN_25855,1,18,저녁,-6.7,267.02,-9.11,82.8,992.66,3.69,3.06,0.64,1.92,1296.25,77.8,0.5
TRAIN_25856,4,3,오전,11.08,285.31,4.48,63.68,986.93,13.21,8.41,4.8,5.32,1205.67,177.4,1.31
TRAIN_25857,11,23,오후,7.13,280.91,5.2,87.5,992.25,10.12,8.85,1.26,5.57,1229.07,183.8,0.95
TRAIN_25858,3,7,오전,3.37,278.33,0.28,80.1,977.57,7.78,6.23,1.55,3.98,1228.53,200.2,1.14
TRAIN_25859,11,15,오후,2.16,275.59,1.55,95.7,996.56,7.14,6.83,0.31,4.28,1257.67,181.9,1.42
TRAIN_25860,9,9,오후,24.9,298.82,14.54,52.55,991.09,31.54,16.57,14.97,10.47,1151.02,47.11,2.28
TRAIN_25861,7,20,저녁,27.81,302.03,14.47,44.09,987.78,37.44,16.51,20.93,10.46,1136.09,53.93,1.41
TRAIN_25862,9,1,저녁,17.63,291.23,10.73,63.94,994.75,20.2,12.91,7.28,8.11,1185.85,195.7,1.21
TRAIN_25863,5,23,새벽,14.61,289.24,12.03,84.5,982.31,16.65,14.07,2.58,8.96,1182.7,242.6,3.2
TRAIN_25864,2,14,저녁,5.1,280.79,2.74,84.7,968.83,8.79,7.44,1.34,4.79,1209.39,254.1,1.02
TRAIN_25865,12,5,오후,-1.23,271.89,-4.85,76.3,1000.44,5.58,4.26,1.32,2.65,1279.58,110.2,0.4
TRAIN_25866,8,21,오전,21.05,294.97,11.05,52.77,991.0,24.99,13.19,11.8,8.32,1167.5,224.5,3.22
TRAIN_25867,3,20,오전,4.39,278.25,0.31,74.7,991.21,8.36,6.25,2.12,3.93,1241.14,268.8,2.22
TRAIN_25868,10,14,오후,11.5,285.87,5.75,67.69,985.33,13.59,9.2,4.39,5.83,1201.57,66.94,3.79
TRAIN_25869,6,19,저녁,15.6,289.06,11.49,76.5,996.34,17.75,13.58,4.17,8.52,1195.79,249.6,1.66
TRAIN_25870,10,20,오전,8.01,282.21,3.6,73.6,987.12,10.75,7.91,2.84,5.0,1219.31,196.1,2.49
TRAIN_25871,11,16,새벽,3.87,277.48,3.62,98.3,994.36,8.06,7.92,0.14,4.97,1246.64,179.9,1.78
TRAIN_25872,3,31,오후,6.97,281.25,3.57,78.9,986.13,10.01,7.9,2.11,5.0,1222.61,38.1,4.72
TRAIN_25873,10,9,오전,8.29,281.68,4.82,78.7,997.13,10.95,8.62,2.33,5.39,1230.15,253.5,1.37
TRAIN_25874,9,13,저녁,27.67,301.87,12.69,39.57,987.95,37.13,14.69,22.44,9.3,1137.61,1.37,2.19
TRAIN_25875,6,23,오후,29.76,303.37,14.78,40.18,994.8,41.91,16.84,25.07,10.6,1136.7,190.0,5.02
TRAIN_25876,3,29,오전,5.6,280.42,2.68,81.4,979.5,9.1,7.41,1.69,4.72,1220.55,206.4,3.13
TRAIN_25877,9,8,오후,28.24,302.69,14.49,43.05,985.18,38.39,16.53,21.86,10.5,1131.46,201.7,2.81
TRAIN_25878,1,31,저녁,4.72,279.28,1.38,78.9,982.53,8.56,6.75,1.81,4.28,1228.56,205.4,5.16
TRAIN_25879,12,17,오후,3.44,275.84,-1.66,69.13,1009.76,7.82,5.41,2.42,3.34,1269.14,178.3,0.53
TRAIN_25880,4,14,오전,7.69,282.19,5.25,84.5,983.44,10.51,8.88,1.63,5.64,1215.67,253.4,1.49
TRAIN_25881,10,7,오후,9.37,283.1,6.76,83.7,992.94,11.78,9.86,1.92,6.2,1219.7,347.8,1.02
TRAIN_25882,3,29,새벽,5.23,280.16,2.95,85.2,978.01,8.87,7.55,1.31,4.82,1220.27,191.3,3.26
TRAIN_25883,11,2,저녁,6.54,280.65,2.24,73.9,988.24,9.71,7.18,2.54,4.53,1227.45,262.9,2.18
TRAIN_25884,3,28,오후,13.03,288.17,2.73,49.49,976.16,15.03,7.44,7.59,4.75,1184.79,210.7,7.95
TRAIN_25885,5,24,새벽,12.07,286.63,10.47,89.9,982.98,14.11,12.68,1.42,8.07,1194.69,255.1,3.95
TRAIN_25886,10,6,오후,9.17,282.97,8.67,96.7,992.07,11.63,11.24,0.38,7.08,1218.85,30.8,4.65
TRAIN_25887,1,4,오후,-1.29,274.51,-2.63,90.5,966.86,5.56,5.03,0.53,3.24,1236.44,205.9,1.85
TRAIN_25888,7,21,저녁,17.74,291.75,16.9,94.8,989.8,20.34,19.28,1.06,12.2,1176.58,154.7,1.27
TRAIN_25889,5,4,오후,12.63,285.73,-0.68,39.69,1000.76,14.64,5.81,8.83,3.62,1217.19,22.4,2.99
TRAIN_25890,3,12,오후,1.48,274.38,0.79,95.1,1003.39,6.8,6.47,0.33,4.02,1269.61,29.63,3.76
TRAIN_25891,7,15,새벽,12.0,285.69,10.04,87.8,993.53,14.04,12.33,1.71,7.76,1208.03,254.6,1.96
TRAIN_25892,1,17,저녁,-2.6,270.73,-4.11,89.3,997.87,5.04,4.5,0.54,2.81,1282.61,232.2,1.17
TRAIN_25893,10,11,오전,7.15,280.84,5.06,86.5,993.41,10.13,8.76,1.37,5.51,1230.46,50.04,1.17
TRAIN_25894,5,20,저녁,17.99,291.86,6.72,47.62,991.56,20.66,9.84,10.82,6.19,1181.95,265.4,1.03
TRAIN_25895,8,17,저녁,15.97,290.18,8.52,61.19,987.4,18.18,11.12,7.05,7.04,1184.61,358.7,1.32
TRAIN_25896,11,1,오전,6.75,280.41,6.66,99.4,993.67,9.85,9.79,0.06,6.15,1232.08,218.8,0.62
TRAIN_25897,4,25,오후,8.02,282.79,-3.32,44.43,980.23,10.75,4.78,5.98,3.04,1212.19,213.8,4.94
TRAIN_25898,1,19,오전,-12.42,261.44,-13.87,88.8,990.72,2.35,2.08,0.26,1.31,1322.6,185.4,1.23
TRAIN_25899,11,15,오전,0.75,273.84,-3.34,74.0,1000.78,6.45,4.77,1.68,2.97,1270.52,176.2,1.92
TRAIN_25900,3,10,오후,3.35,276.99,2.09,91.4,993.92,7.77,7.1,0.67,4.46,1248.82,17.67,2.35
TRAIN_25901,8,17,새벽,10.86,284.85,8.94,87.9,989.82,13.02,11.45,1.58,7.22,1208.74,349.0,1.57
TRAIN_25902,3,20,오전,4.05,277.91,0.23,76.1,991.21,8.16,6.21,1.95,3.91,1242.69,292.9,2.07
TRAIN_25903,11,8,저녁,1.01,275.54,-0.19,91.7,982.64,6.57,6.02,0.55,3.82,1245.67,233.7,1.96
TRAIN_25904,8,15,오후,19.97,293.53,10.47,54.28,995.25,23.38,12.69,10.69,7.97,1177.07,43.35,4.72
TRAIN_25905,7,8,새벽,13.19,287.01,9.47,78.1,991.94,15.19,11.86,3.33,7.47,1201.3,144.1,1.48
TRAIN_25906,7,13,오후,17.84,292.23,14.61,81.4,985.32,20.46,16.66,3.81,10.58,1172.0,216.9,1.2
TRAIN_25907,12,29,오후,4.17,276.25,2.03,85.9,1013.76,8.24,7.08,1.16,4.35,1270.03,173.2,0.74
TRAIN_25908,8,6,오전,19.58,292.9,12.25,62.56,998.06,22.82,14.27,8.54,8.94,1181.27,293.5,2.37
TRAIN_25909,1,28,오전,10.69,284.77,6.0,72.7,988.73,12.87,9.36,3.51,5.91,1209.1,220.4,3.83
TRAIN_25910,2,5,저녁,5.76,279.31,3.98,88.3,995.06,9.2,8.13,1.08,5.09,1238.97,133.3,1.59
TRAIN_25911,7,16,새벽,9.42,282.69,7.54,88.0,998.59,11.82,10.4,1.42,6.51,1226.2,184.1,0.85
TRAIN_25912,4,1,저녁,4.44,277.82,1.92,83.6,997.15,8.39,7.02,1.38,4.39,1248.01,223.5,0.58
TRAIN_25913,11,5,저녁,6.44,281.85,5.25,92.1,972.27,9.65,8.88,0.76,5.7,1207.2,242.0,0.99
TRAIN_25914,12,10,오후,11.34,284.88,3.38,57.93,995.29,13.44,7.79,5.66,4.88,1215.09,222.9,1.95
TRAIN_25915,11,30,저녁,3.1,276.26,-1.78,70.2,999.95,7.63,5.36,2.28,3.34,1258.38,311.8,1.08
TRAIN_25916,12,13,오후,4.85,278.21,2.75,86.2,997.59,8.64,7.45,1.19,4.66,1246.48,211.0,1.3
TRAIN_25917,10,9,새벽,7.19,280.6,5.74,90.5,996.86,10.16,9.19,0.97,5.76,1234.37,244.1,1.83
TRAIN_25918,6,27,새벽,13.05,286.89,9.54,79.2,991.73,15.05,11.92,3.13,7.51,1201.6,217.7,0.73
TRAIN_25919,3,14,저녁,2.38,275.33,-2.3,71.1,1002.64,7.25,5.16,2.1,3.21,1265.16,54.37,0.42
TRAIN_25920,3,31,오전,6.86,281.16,5.69,92.2,985.93,9.93,9.16,0.77,5.8,1222.23,17.1,2.69
TRAIN_25921,4,29,새벽,-0.7,273.17,-2.4,88.2,991.0,5.8,5.12,0.68,3.22,1264.59,165.5,1.96
TRAIN_25922,4,2,오후,16.04,289.95,4.44,45.98,991.0,18.26,8.39,9.86,5.29,1189.9,155.6,2.19
TRAIN_25923,11,17,새벽,9.39,283.73,7.07,85.4,985.59,11.8,10.08,1.72,6.38,1210.45,209.9,4.49
TRAIN_25924,9,14,오후,28.52,302.74,11.86,35.67,987.77,39.02,13.92,25.1,8.81,1134.54,87.5,2.73
TRAIN_25925,10,24,오전,6.29,280.37,5.49,94.6,988.49,9.55,9.03,0.52,5.7,1228.0,17.71,0.55
TRAIN_25926,2,22,새벽,9.71,284.59,4.46,69.69,979.08,12.06,8.4,3.65,5.36,1201.85,213.7,9.39
TRAIN_25927,3,5,저녁,5.69,281.34,3.67,86.8,969.39,9.16,7.95,1.21,5.12,1207.26,229.3,1.44
TRAIN_25928,10,4,오후,12.66,285.38,2.5,49.86,1005.37,14.67,7.31,7.35,4.54,1221.99,24.19,3.52
TRAIN_25929,4,8,저녁,6.87,281.33,0.0,61.45,983.93,9.94,6.11,3.83,3.87,1221.13,263.9,0.53
TRAIN_25930,3,26,오전,8.22,281.88,5.63,83.7,993.75,10.9,9.12,1.78,5.73,1226.04,137.0,1.27
TRAIN_25931,1,30,새벽,6.87,280.7,2.59,74.1,991.71,9.94,7.36,2.57,4.63,1230.23,207.4,7.28
TRAIN_25932,9,2,오전,16.56,290.12,11.18,70.5,995.23,18.87,13.3,5.57,8.36,1190.62,140.9,1.15
TRAIN_25933,10,31,오후,10.88,283.99,7.41,79.1,1000.66,13.04,10.31,2.73,6.44,1222.47,346.8,1.23
TRAIN_25934,6,13,새벽,13.66,288.59,12.75,94.2,978.69,15.66,14.75,0.91,9.43,1181.91,250.6,0.27
TRAIN_25935,2,6,오후,10.92,285.24,3.98,62.16,985.82,13.07,8.13,4.95,5.14,1205.12,182.5,4.03
TRAIN_25936,2,12,새벽,0.69,275.54,-1.17,87.3,978.66,6.42,5.61,0.82,3.57,1242.25,173.4,1.13
TRAIN_25937,12,9,저녁,5.68,278.81,4.01,89.0,1000.32,9.15,8.15,1.01,5.08,1245.87,208.7,1.8
TRAIN_25938,3,30,오전,5.2,279.76,4.34,94.1,982.64,8.85,8.33,0.52,5.29,1225.79,198.9,2.14
TRAIN_25939,7,8,오전,23.36,297.4,10.85,45.26,989.64,28.76,13.02,15.74,8.22,1156.88,172.0,2.96
TRAIN_25940,10,22,저녁,6.97,281.13,4.25,82.8,987.51,10.0,8.28,1.72,5.23,1224.16,269.6,1.5
TRAIN_25941,1,27,오전,9.27,283.1,4.24,70.7,991.7,11.7,8.28,3.43,5.21,1219.34,220.4,7.5
TRAIN_25942,7,1,오후,24.32,298.43,13.05,49.4,988.86,30.47,15.05,15.42,9.52,1151.33,211.3,6.29
TRAIN_25943,8,31,오전,8.0,281.37,6.11,87.8,997.42,10.74,9.43,1.31,5.9,1231.4,201.8,0.59
TRAIN_25944,1,2,오후,-0.31,273.67,-1.82,89.5,989.62,5.97,5.34,0.63,3.37,1260.91,40.74,1.63
TRAIN_25945,7,16,오후,22.38,295.83,10.25,46.12,996.53,27.1,12.5,14.6,7.84,1169.06,247.5,1.88
